CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1989-11-01 00:00,mm,267.9,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1989-12-01 00:00,mm,77.7,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1990-01-01 00:00,mm,208.7,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1990-02-01 00:00,mm,87.2,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1990-03-01 00:00,mm,200.6,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1990-04-01 00:00,mm,282.4,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1990-05-01 00:00,mm,162.8,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1990-06-01 00:00,mm,188,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1990-07-01 00:00,mm,121.9,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1990-08-01 00:00,mm,176.7,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1990-09-01 00:00,mm,254.2,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1990-10-01 00:00,mm,591,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1990-11-01 00:00,mm,292.6,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1990-12-01 00:00,mm,58.4,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1991-01-01 00:00,mm,63.9,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1991-02-01 00:00,mm,105.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1991-03-01 00:00,mm,121.8,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1991-04-01 00:00,mm,283,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1991-05-01 00:00,mm,363.7,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1991-06-01 00:00,mm,166.8,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1991-07-01 00:00,mm,166.3,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1991-08-01 00:00,mm,118.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1991-09-01 00:00,mm,233.8,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1991-10-01 00:00,mm,271.9,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1991-11-01 00:00,mm,329.6,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1991-12-01 00:00,mm,20.5,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1992-01-01 00:00,mm,30.7,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1992-02-01 00:00,mm,150.8,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1992-03-01 00:00,mm,44.5,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1992-04-01 00:00,mm,276.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1992-05-01 00:00,mm,196.2,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1992-06-01 00:00,mm,189.4,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1992-07-01 00:00,mm,77.2,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1992-08-01 00:00,mm,186.2,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1992-09-01 00:00,mm,257.5,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1992-10-01 00:00,mm,274.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1992-11-01 00:00,mm,261,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1992-12-01 00:00,mm,183.7,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1993-01-01 00:00,mm,135.3,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1993-02-01 00:00,mm,45.3,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1993-03-01 00:00,mm,171.5,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1993-04-01 00:00,mm,344.8,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1993-05-01 00:00,mm,309,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1993-06-01 00:00,mm,77.3,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1993-07-01 00:00,mm,150.3,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1993-08-01 00:00,mm,236,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1993-09-01 00:00,mm,382.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1993-10-01 00:00,mm,277.7,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1993-11-01 00:00,mm,286.6,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1993-12-01 00:00,mm,220.6,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1994-01-01 00:00,mm,62.4,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1994-02-01 00:00,mm,214.9,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1994-03-01 00:00,mm,284,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1994-04-01 00:00,mm,343.9,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1994-05-01 00:00,mm,262.8,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1994-06-01 00:00,mm,159.2,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1994-07-01 00:00,mm,181.8,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1994-08-01 00:00,mm,163.3,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1994-09-01 00:00,mm,348.5,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1994-10-01 00:00,mm,268.5,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1994-11-01 00:00,mm,281.9,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1994-12-01 00:00,mm,88.5,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1995-01-01 00:00,mm,64.3,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1995-02-01 00:00,mm,58.8,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1995-03-01 00:00,mm,427.3,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1995-04-01 00:00,mm,142.8,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1995-05-01 00:00,mm,264,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1995-06-01 00:00,mm,227.9,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1995-07-01 00:00,mm,248.7,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1995-08-01 00:00,mm,147.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1995-09-01 00:00,mm,276.8,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1995-10-01 00:00,mm,479.2,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1995-11-01 00:00,mm,306.2,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1995-12-01 00:00,mm,174.6,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1996-01-01 00:00,mm,98.6,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1996-02-01 00:00,mm,286.5,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1996-03-01 00:00,mm,262,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1996-04-01 00:00,mm,345.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1996-05-01 00:00,mm,232.3,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1996-06-01 00:00,mm,280.3,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1996-07-01 00:00,mm,221.6,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1996-08-01 00:00,mm,221.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1996-09-01 00:00,mm,212.4,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1996-10-01 00:00,mm,330.5,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1996-11-01 00:00,mm,161.9,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1996-12-01 00:00,mm,108.7,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1997-01-01 00:00,mm,90.4,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1997-02-01 00:00,mm,298.9,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1997-03-01 00:00,mm,237.4,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1997-04-01 00:00,mm,193.5,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1997-05-01 00:00,mm,366.3,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1997-06-01 00:00,mm,264.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1997-07-01 00:00,mm,89.2,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1997-08-01 00:00,mm,134.7,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1997-09-01 00:00,mm,304.9,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1997-10-01 00:00,mm,173.3,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1997-11-01 00:00,mm,359,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1997-12-01 00:00,mm,46.5,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1998-01-01 00:00,mm,80.6,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1998-02-01 00:00,mm,145.3,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1998-03-01 00:00,mm,192,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1998-04-01 00:00,mm,267.5,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1998-05-01 00:00,mm,255.7,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1998-06-01 00:00,mm,141.5,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1998-07-01 00:00,mm,195.8,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1998-08-01 00:00,mm,192.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1998-09-01 00:00,mm,268.9,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1998-10-01 00:00,mm,491.7,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1998-11-01 00:00,mm,239.5,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1998-12-01 00:00,mm,272,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1999-01-01 00:00,mm,208.7,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1999-02-01 00:00,mm,377.8,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1999-03-01 00:00,mm,296.9,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1999-04-01 00:00,mm,269.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1999-05-01 00:00,mm,196.5,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1999-06-01 00:00,mm,338.5,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1999-07-01 00:00,mm,140.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1999-08-01 00:00,mm,284.8,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1999-09-01 00:00,mm,362.5,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1999-10-01 00:00,mm,407.9,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1999-11-01 00:00,mm,321.5,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,1999-12-01 00:00,mm,187.4,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2000-01-01 00:00,mm,109,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2000-02-01 00:00,mm,218.2,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2000-03-01 00:00,mm,181.2,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2000-04-01 00:00,mm,286.2,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2000-05-01 00:00,mm,226.7,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2000-06-01 00:00,mm,236.9,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2000-07-01 00:00,mm,158.4,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2000-08-01 00:00,mm,217.2,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2000-09-01 00:00,mm,252.2,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2000-10-01 00:00,mm,227.3,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2000-11-01 00:00,mm,171.2,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2000-12-01 00:00,mm,66,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2001-01-01 00:00,mm,138.6,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2001-02-01 00:00,mm,161,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2001-03-01 00:00,mm,267.8,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2001-04-01 00:00,mm,130.3,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2001-05-01 00:00,mm,283.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2001-06-01 00:00,mm,168.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2001-07-01 00:00,mm,142.2,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2001-08-01 00:00,mm,177,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2001-09-01 00:00,mm,277.3,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2001-10-01 00:00,mm,361.2,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2001-11-01 00:00,mm,388.8,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2001-12-01 00:00,mm,248.6,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2002-01-01 00:00,mm,89.7,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2002-02-01 00:00,mm,83.6,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2002-03-01 00:00,mm,164.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2002-04-01 00:00,mm,441.2,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2002-05-01 00:00,mm,215.5,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2002-06-01 00:00,mm,174.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2002-07-01 00:00,mm,104.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2002-08-01 00:00,mm,336.5,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2002-09-01 00:00,mm,261.9,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2002-10-01 00:00,mm,244.9,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2002-11-01 00:00,mm,239.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2002-12-01 00:00,mm,239.2,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2003-01-01 00:00,mm,12.9,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2003-02-01 00:00,mm,189.8,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2003-03-01 00:00,mm,200.3,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2003-04-01 00:00,mm,327.7,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2003-05-01 00:00,mm,322.4,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2003-06-01 00:00,mm,239.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2003-07-01 00:00,mm,99.6,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2003-08-01 00:00,mm,265.8,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2003-09-01 00:00,mm,311.3,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2003-10-01 00:00,mm,292.3,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2003-11-01 00:00,mm,365.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2003-12-01 00:00,mm,148.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2004-01-01 00:00,mm,91.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2004-02-01 00:00,mm,77.1,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2004-03-01 00:00,mm,112.6,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2004-04-01 00:00,mm,340.2,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2004-05-01 00:00,mm,325.9,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2004-06-01 00:00,mm,143.8,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2004-07-01 00:00,mm,233.5,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2004-08-01 00:00,mm,142.9,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2004-09-01 00:00,mm,345.9,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2004-12-01 00:00,mm,125,Preliminar
24025050,CHARALA [24025050],PRECIPITACION,Precipitación total mensual,2005-01-01 00:00,mm,182.7,Preliminar
